Provider ID,Payment measure ID,Payment category,Lower estimate,Higher estimate,Value of care display name,Value of care category
110030,PAYM_30_PN,No Different than the National Average Payment,"$16,701 ","$18,905 ",Value of Care Pneumonia measure,Average mortality and average payment
110031,PAYM_30_AMI,Less than the National Average Payment,"$19,871 ","$23,735 ",Value of Care Heart Attack measure,Average mortality and lower payment
110031,PAYM_30_HF,Less than the National Average Payment,"$13,988 ","$16,396 ",Value of Care Heart Failure measure,Average mortality and lower payment
110031,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$21,226 ","$24,456 ",Value of Care hip/knee replacement measure,Average complications and average payment
110031,PAYM_30_PN,No Different than the National Average Payment,"$15,893 ","$18,059 ",Value of Care Pneumonia measure,Average mortality and average payment
110032,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
110032,PAYM_30_HF,Less than the National Average Payment,"$12,508 ","$15,921 ",Value of Care Heart Failure measure,Average mortality and lower payment
110032,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$22,588 ","$27,963 ",Value of Care hip/knee replacement measure,Average complications and higher payment
110032,PAYM_30_PN,Less than the National Average Payment,"$14,449 ","$16,458 ",Value of Care Pneumonia measure,Average mortality and lower payment
110034,PAYM_30_AMI,No Different than the National Average Payment,"$21,418 ","$26,031 ",Value of Care Heart Attack measure,Average mortality and average payment
110034,PAYM_30_HF,No Different than the National Average Payment,"$15,414 ","$18,471 ",Value of Care Heart Failure measure,Average mortality and average payment
110034,PAYM_90_HIP_KNEE,Less than the National Average Payment,"$17,981 ","$21,438 ",Value of Care hip/knee replacement measure,Average complications and lower payment
110034,PAYM_30_PN,Greater than the National Average Payment,"$17,479 ","$19,849 ",Value of Care Pneumonia measure,Average mortality and higher payment
110035,PAYM_30_AMI,No Different than the National Average Payment,"$23,396 ","$26,683 ",Value of Care Heart Attack measure,Average mortality and average payment
110035,PAYM_30_HF,No Different than the National Average Payment,"$16,403 ","$17,701 ",Value of Care Heart Failure measure,Better mortality and average payment
110035,PAYM_90_HIP_KNEE,Less than the National Average Payment,"$18,144 ","$18,885 ",Value of Care hip/knee replacement measure,Average complications and lower payment
110035,PAYM_30_PN,No Different than the National Average Payment,"$16,438 ","$17,541 ",Value of Care Pneumonia measure,Average mortality and average payment
110036,PAYM_30_AMI,No Different than the National Average Payment,"$20,366 ","$23,863 ",Value of Care Heart Attack measure,Average mortality and average payment
110036,PAYM_30_HF,Less than the National Average Payment,"$14,533 ","$16,391 ",Value of Care Heart Failure measure,Average mortality and lower payment
110036,PAYM_90_HIP_KNEE,Less than the National Average Payment,"$18,441 ","$19,635 ",Value of Care hip/knee replacement measure,Average complications and lower payment
110036,PAYM_30_PN,Greater than the National Average Payment,"$18,035 ","$20,052 ",Value of Care Pneumonia measure,Average mortality and higher payment
110038,PAYM_30_AMI,No Different than the National Average Payment,"$20,921 ","$24,751 ",Value of Care Heart Attack measure,Average mortality and average payment
110038,PAYM_30_HF,No Different than the National Average Payment,"$15,143 ","$17,376 ",Value of Care Heart Failure measure,Average mortality and average payment
110038,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$22,496 ","$24,512 ",Value of Care hip/knee replacement measure,Average complications and higher payment
110038,PAYM_30_PN,No Different than the National Average Payment,"$16,047 ","$17,829 ",Value of Care Pneumonia measure,Average mortality and average payment
110039,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
110039,PAYM_30_HF,No Different than the National Average Payment,"$13,699 ","$18,303 ",Value of Care Heart Failure measure,Average mortality and average payment
110039,PAYM_90_HIP_KNEE,Less than the National Average Payment,"$17,595 ","$19,287 ",Value of Care hip/knee replacement measure,Average complications and lower payment
110039,PAYM_30_PN,No Different than the National Average Payment,"$15,132 ","$18,831 ",Value of Care Pneumonia measure,Average mortality and average payment
110040,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
110040,PAYM_30_HF,Less than the National Average Payment,"$12,930 ","$16,424 ",Value of Care Heart Failure measure,Average mortality and lower payment
110040,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
110040,PAYM_30_PN,No Different than the National Average Payment,"$14,086 ","$17,566 ",Value of Care Pneumonia measure,Average mortality and average payment
110041,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
110041,PAYM_30_HF,Less than the National Average Payment,"$12,464 ","$16,018 ",Value of Care Heart Failure measure,Average mortality and lower payment
110041,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$20,176 ","$24,646 ",Value of Care hip/knee replacement measure,Average complications and average payment
110041,PAYM_30_PN,No Different than the National Average Payment,"$15,691 ","$18,002 ",Value of Care Pneumonia measure,Average mortality and average payment
110042,PAYM_30_AMI,No Different than the National Average Payment,"$20,785 ","$27,591 ",Value of Care Heart Attack measure,Average mortality and average payment
110042,PAYM_30_HF,Less than the National Average Payment,"$14,051 ","$16,267 ",Value of Care Heart Failure measure,Average mortality and lower payment
110042,PAYM_90_HIP_KNEE,Less than the National Average Payment,"$18,532 ","$20,944 ",Value of Care hip/knee replacement measure,Average complications and lower payment
110042,PAYM_30_PN,Less than the National Average Payment,"$14,594 ","$16,522 ",Value of Care Pneumonia measure,Average mortality and lower payment
110043,PAYM_30_AMI,No Different than the National Average Payment,"$21,879 ","$26,112 ",Value of Care Heart Attack measure,Worse mortality and average payment
110043,PAYM_30_HF,No Different than the National Average Payment,"$15,901 ","$18,293 ",Value of Care Heart Failure measure,Average mortality and average payment
110043,PAYM_90_HIP_KNEE,Less than the National Average Payment,"$17,602 ","$18,274 ",Value of Care hip/knee replacement measure,Average complications and lower payment
110043,PAYM_30_PN,Less than the National Average Payment,"$15,162 ","$17,208 ",Value of Care Pneumonia measure,Average mortality and lower payment
110044,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
110044,PAYM_30_HF,Less than the National Average Payment,"$12,853 ","$16,412 ",Value of Care Heart Failure measure,Average mortality and lower payment
110044,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$21,046 ","$25,654 ",Value of Care hip/knee replacement measure,Average complications and average payment
110044,PAYM_30_PN,No Different than the National Average Payment,"$16,933 ","$20,368 ",Value of Care Pneumonia measure,Worse mortality and average payment
110045,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
110045,PAYM_30_HF,No Different than the National Average Payment,"$13,498 ","$17,433 ",Value of Care Heart Failure measure,Average mortality and average payment
110045,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
110045,PAYM_30_PN,No Different than the National Average Payment,"$14,111 ","$17,820 ",Value of Care Pneumonia measure,Average mortality and average payment
110046,PAYM_30_AMI,No Different than the National Average Payment,"$20,068 ","$25,968 ",Value of Care Heart Attack measure,Average mortality and average payment
110046,PAYM_30_HF,No Different than the National Average Payment,"$13,715 ","$17,077 ",Value of Care Heart Failure measure,Average mortality and average payment
110046,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$20,460 ","$24,302 ",Value of Care hip/knee replacement measure,Average complications and average payment
110046,PAYM_30_PN,No Different than the National Average Payment,"$16,110 ","$19,208 ",Value of Care Pneumonia measure,Average mortality and average payment
110050,PAYM_30_AMI,Number of Cases Too Small,Not Available,Not Available,Value of Care Heart Attack measure,Not Available
110050,PAYM_30_HF,No Different than the National Average Payment,"$13,459 ","$18,430 ",Value of Care Heart Failure measure,Average mortality and average payment
110050,PAYM_90_HIP_KNEE,Not Available,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
110050,PAYM_30_PN,No Different than the National Average Payment,"$14,802 ","$18,379 ",Value of Care Pneumonia measure,Average mortality and average payment
110051,PAYM_30_AMI,No Different than the National Average Payment,"$19,116 ","$25,246 ",Value of Care Heart Attack measure,Average mortality and average payment
110051,PAYM_30_HF,Less than the National Average Payment,"$11,804 ","$14,644 ",Value of Care Heart Failure measure,Average mortality and lower payment
110051,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$22,096 ","$25,175 ",Value of Care hip/knee replacement measure,Average complications and higher payment
110051,PAYM_30_PN,Less than the National Average Payment,"$14,085 ","$16,236 ",Value of Care Pneumonia measure,Average mortality and lower payment
110054,PAYM_30_AMI,No Different than the National Average Payment,"$20,705 ","$24,228 ",Value of Care Heart Attack measure,Average mortality and average payment
110054,PAYM_30_HF,No Different than the National Average Payment,"$16,070 ","$18,405 ",Value of Care Heart Failure measure,Average mortality and average payment
110054,PAYM_90_HIP_KNEE,No Different than the National Average Payment,"$21,328 ","$22,893 ",Value of Care hip/knee replacement measure,Average complications and average payment
110054,PAYM_30_PN,No Different than the National Average Payment,"$17,403 ","$19,194 ",Value of Care Pneumonia measure,Average mortality and average payment
110064,PAYM_30_AMI,No Different than the National Average Payment,"$20,553 ","$26,728 ",Value of Care Heart Attack measure,Average mortality and average payment
110064,PAYM_30_HF,No Different than the National Average Payment,"$15,478 ","$18,461 ",Value of Care Heart Failure measure,Average mortality and average payment
110064,PAYM_90_HIP_KNEE,Number of Cases Too Small,Not Available,Not Available,Value of Care hip/knee replacement measure,Not Available
110064,PAYM_30_PN,Greater than the National Average Payment,"$18,446 ","$21,264 ",Value of Care Pneumonia measure,Average mortality and higher payment
110069,PAYM_30_AMI,No Different than the National Average Payment,"$20,755 ","$24,187 ",Value of Care Heart Attack measure,Average mortality and average payment
110069,PAYM_30_HF,Less than the National Average Payment,"$14,558 ","$16,359 ",Value of Care Heart Failure measure,Average mortality and lower payment
110069,PAYM_90_HIP_KNEE,Greater than the National Average Payment,"$22,882 ","$24,974 ",Value of Care hip/knee replacement measure,Average complications and higher payment
